,Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Funded_year,Founded_before_2014
1584,Penny,2020.0,Riyadh,SaaS startup,Offer various development solutions and mainly focus on helping startups,"Iyad Aldalooj, Majid Aldalooj, Mohammed Ibrahim",Unknown,1300000.0,Seed,2020,False
1585,Onsitego,2010.0,Mumbai,Customer service company,Onsitego is a customer service company for device and appliance repairs.,Kunal Mahipal,"Accel, Zodius Capital",30000000.0,Series B,2020,True
1586,Precily,2017.0,California,SaaS  startup,Precily is Artificial Intelligence platform for enterprises that increases efficiency of workforce by providing AI based solutions.,Bharath Rao,"Windrose Capital, Anil Advani",3000000.0,Seed,2020,False
1587,SmartClean,2017.0,Singapore,Tech Startup,SmartClean Technologies is an AI company that offers data-driven cleaning operations designed for facilities.,"Abhishek Mishra, Kush Agarwal, Lav Agarwal, Stella Hu","Seeds Capital, AIM Smart City",3400000.0,Pre- series A,2020,False
1588,ClanConnect,2015.3634204275534,Delhi,Marketing startup,"AI-driven influencer marketing platform ClanConnect.ai, which helps brands make their campaigns more data and result-oriented","Kunal Kishore Sinha, Sagar Pushp",Unknown,600000.0,Seed,2020,False
1589,Servify,2015.0,Mumbai,Service industry,Servify is a self-learning platform that provides device management services and warranty solutions.,Sreevathsa Prabhakar,"Blume Ventures, Tetrao",23000000.0,Series C,2020,False
1590,ShareChat,2015.0,Bangalore,Social media,ShareChat is a social networking and regional content platform.,"Ankush Sachdeva, Bhanu Pratap Singh, Bhanu Singh, Farid Ahsan","Lightspeed venture partners, saif partners",40000000.0,Pre-series C,2020,False
1591,Rephrase.ai,2018.0,Bangalore,AI,Rephrase.ai helps in creating high-quality videos and animations through an AI-powered visual dubbing tool.,"Ashray Malhotra, Nisheeth Lahoti, Shivam Mangla","Techstars Bangalore Accelerator, Techstars",1500000.0,Seed,2020,False
1592,Melorra,2015.0,Bangalore,Jewellery,"Buy Latest Gold, Diamond & Gemstone Jewellery Designs Online Rings, Earrings, Necklace","Saroja Yeramilli, R Krishnakumar","Shadows Holdings, Lightbox",8090000.0,Debt,2020,False
1593,FabHotels,2014.0,Gurugram,Hospitality,FabHotels is a network of 3 star budget hotels in India,"Adarsh Manpuria, Vaibhav Aggarwal","RB Investments Pte. Ltd, Goldman Sachs",1030000.0,Series B,2020,False
1594,EkAnek,2018.0,New Delhi,Tech Startup,EkAnek Networks is a new startup that is focused on building the ecosystem for new age brands in lifestyle categories,"Chandranshu Sinha, Kartik Sheth","Lightspeed India Partners, Sequoia Capital India",5040000.0,Edge,2020,False
1595,Cub McPaws,2018.0,Mumbai,AR startup,Cub McPaws is a kids clothing brand.,"Shah, Abhay Bhat",Venture Catalysts,800000.0,Pre-series A,2020,False
1596,Zimyo,2018.0,Gurgaon,HR Tech startup,Employee experience platform that empowers organizations to manage and retain great talent!,"Ajay Kadyan, Kumar Mayank","Abhishant Pant, Chiranth Patil",1500000.0,Seed,2020,False
1597,PumPumPum,2018.0,Gurgaon,Automotive Startup,Pumpumpum is a car rental company,"Tarun Lawadia, Sameer Kalra",Unknown,360000.0,Debt,2020,False
1598,Burgerama,2018.0,Gurgaon,Food Startup,Burgerama is a unit of Junket Foods Private Limited,Kabir Bose,"Madison, Anicut",3000000.0,Pre-series A,2020,False
1599,Moms Co,2016.0,Gurgaon,HealthCare,The Moms Co. creates a safe and natural formulated products for babies that are certified toxin-free,"Malika Datt Sadani, Mohit Sadaani","DSG Consumer Partners, Saama Capital",8000000.0,Series B,2020,False
1600,DillyHub,2018.0,Seoul,Publication,A service that promotes and facilitates the works of independent comic artists,Ji Cheol Ryu,"Kakao Ventures, Shinhan Capital",1400000.0,Seed,2020,False
1601,FPL Technologies,2019.0,Pune,FinTech,FPL is on a mission to re-imagine credit and payments from first principles and is building a mobile-first credit card,"Anurag Sinha, Rupesh Kumar, Vibhav Hathi","Matrix Partners India, Hummingbird Ventures",10000000.0,Series A,2020,False
1602,FITTR,2016.0,Pune,Fitness startup,Fitness Social Network & Consultation Platform that helps you achieve your Health & Fitness goals.,"Jitendra Chouksey, Sonal Singh, Jyoti Dabas, Bala Krishna Reddy, Rohit Chattopadhyay.",Surge,2000000.0,Pre-series A,2020,False
1603,Illumnus,2018.0,Pune,EdTech Startup,"An innovative EdTech startup from IITB & BITS alumni, offering B2B SaaS-based collaborative LMS for Schools and Universities","Akash Deep Singhal, Akshaya Singhal, Devashish Saxena, Gauri Dehnkar",23 High Networth Individuals (HNIs).,100000.0,Seed,2020,False
1604,CashKaro,2012.0,Gurgaon,E-commerce,Cashkaro is a coupons and cashback site rewarding customers for visiting online retailers through their site.,"Rohan Bhargava, Swati Bhargava","Ratan Tata, Kalaari Capital",10000000.0,Series B,2020,True
1605,Newton School,2019.0,Bangalore,EdTech Startup,Newton School is a platform to learn and develop skills,"Nishant Chandra, Siddharth Maheshwari",Nexus Venture Partners,650000.0,Seed,2020,False
1606,Airmeet,2019.0,Bangalore,Tech Startup,"Airmeet is an all-in-one events platform for virtual summits, meetups, and workshops that includes virtual social lounge","Lalit Mangal, Manoj Singh, Vinay Kumar Jasti","Global Founders Capital, Redpoint",12000000.0,Series A,2020,False
1607,Observe ai,2017.0,San Francisco,Tech,"Observe.AI develops a voice AI platform for contact centers, turning agents into top performers.","Akash Singh, Sharath Keshava Narayana, Swapnil Jain","01 Advisors, Steadview Capital",54000000.0,Series B,2020,False
1608,InCred,2016.0,Mumbai,Finance,"Provide loans for all your needs like personal loan for wedding, education loan, business loan",Bhupinder Singh,"Pushpak Credit, Fiscal",5000000.0,Debt,2020,False
1609,Toppr,2013.0,Mumbai,EdTech,Toppr is an Indian educational technology and online tutoring firm,"Zishaan Hayath, Hemanth Goteti","Kaizenvest, Foundation Holdings",35000000.0,Series D,2020,True
1610,CarTrade,2009.0,Mumbai,Car Trade,Buy and Sell Used Cars,Vinay Sanghi,"Pincus, JP Morgan, Temasek, March Capital",42500000.0,Series H,2020,True
1611,LEAD School,2012.0,Mumbai,EdtTech,Offers a high-end digital classroom system focused on enhancing the learning experience,"Sumeet Mehta, Smita Deorah","Westbridge Capital, Elevar Equity",28000000.0,Series C,2020,True
1612,Servify,2015.0,Mumbai,Manufacturing,"Enables top OEMs & ODMs in device distribution, sales, warranty",Sreevathsa Prabhakar,"Blume Ventures, Tetrao",11370000.0,Series C,2020,False
1613,Lido Learning,2019.0,Mumbai,EdTech,"Online classes for Std 4-9 in Math, Science, Coding, English & Leadership with top 1% tutors ?",Sahil Sheth,"BAce Capital, Madhur Deora",7500000.0,Series B,2020,False
1614,Apna.co,2019.0,Bangalore,Job portal,Can find all types of jobs from entry level to experienced people in over 60+ categories.,Nirmit Parikh,"Lightspeed India, Sequoia Capital India",8000000.0,Series A,2020,False
1615,Quintype Technologies,2014.0,Bangalore,Tech,"Building a suite of digital publishing solutions to simplify content creation, distribution",Amit Rathore,"IIFL Asset Management, Raghav Bahl",325000.0,Series A,2020,False
1616,Dunzo,2014.0,Bangalore,Tech,Order online and get free delivery from your nearby restaurants,"Kabeer Biswas, Ankur Agarwal, Dalvir Suri, Mukund Jha","Wes Schwalje, Alteria Capital",28000000.0,Series E,2020,False
1617,Entropik,2016.0,Bangalore,AI Platform,Gain insights into human emotions with AI-powered platform affect lab.,Ranjan Kumar,"IDFC-Parampara Fund, Bharat Innovation Fund",8000000.0,Series A,2020,False
1618,Livspace,2014.0,Bangalore,Home Design,Interior design marketplace that connects interior designers,"Anuj Srivastava, Ramakant Sharma","Mercer Investments, Nicholas Cator",9000000.0,Series D,2020,False
1619,Ultraviolette Automotive,2015.0,Bangalore,Automation,Industries Automotive Electric Vehicle Energy Energy Storage,"Narayan Subramaniam, Niraj Rajmohan",TVS Motor Company,410000.0,Series B,2020,False
1620,WinZO,2016.0,New Delhi,Gaming,WinZO is a mobile e-Sports gaming platform in India. It is available in 10 regional languages of India.,"Paavan Nanda, Saumya Singh Rathore","Makers Fund, Courtside Ventures",18000000.0,Series B,2020,False
1621,SenseHawk,2016.0,Bangalore,Solar SaaS,SenseHawk is a SaaS platform that helps improve processes and saves cost in the development,"Swarup Mavanoor, Rahul Sankhe","Falcon Edge Capital, SAIF Partners",5000000.0,Series A,2020,False
1622,Railofy,2019.0,Mumbai,WL & RAC protection,Enables waitlisted passengers to reach their destination at the lowest possible price if their ticket is not,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi",Chiratae Ventures.,900000.0,Seed,2020,False
1623,Eloelo,2020.0,Bangalore,Social commerce,"Social Commerce Venture for Wellness. View company info, jobs, team members, culture, funding and more.","Saurabh Pandey, Akshay Dubey",Unknown,450000.0,Seed,2020,False
1624,Aibono,2014.0,Bangalore,AgriTech,A next dimension food & farming platform that unites two ends of the food chain from growing to consuming,Vivek Rajkumar,"Menterra Venture Advisors, Rianta Capital",2000000.0,Pre-series A,2020,False
1625,BuildPan,2019.0,Indore,SaaS startup,"Buildpan helps you with continuous build, development and user feedback for iOS and Android development.","Sonal Dandotia, Shantanu S, Virendra Chouhan, Vaibhav Tiwari","Sunil Kumar Singhvi, Yusho Kawata",500000.0,Seed,2020,False
1626,Homelane,2014.0,Bangalore,Home interior services,Explore 1000's of fully customizable home interior designs.,"Rama Harinath, Srikanth Iyer","Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures",8000000.0,Bridge,2020,False
1627,MyGlamm,2015.0,Mumbai,Fashion,Buy Makeup kit & Cosmetics Products from international makeup brand,Darpan Sanghvi,Bessemer Venture Partners,1000000.0,Series B,2020,False
1628,Aviom,2016.0,New Delhi,Finance,A social impact focused housing finance company catering to housing needs of customers in semi urban areas,Kajal Ilmi,"Insitor Partners, C4D Partners",682000.0,Debt,2020,False
1629,Flinto,2013.0,Chennai,EdTech Startup,Flintobox is an India-based company that produces educational activity boxes for children,"Arunprasad Durairaj, Vijaybabu Gandhi, Shreenidhi Srirangam","Sinai Ventures, Y Combinator",7000000.0,Pre-Series B,2020,True
1630,WayCool,2015.0,Chennai,Agritech startup,WayCool is a social enterprise positively impacting the lives of India's farmers,"Karthik Jayaraman, Sanjay Dasari","FMO, IndusInd Bank",5060000.0,Series C,2020,False
1631,YAP,2014.0,Chennai,API platform,Create your own stream of Neo-banking and Deposit products using our bank-grade APIs,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital",4050000.0,Series A,2020,False
1632,Big Bang Boom Solutions,2018.0,Chennai,Deep Tech,It aims to co-create intellectual property that can reside within the borders of the country.,"Dr. R. Shivaraman, Praveen Dwarakanath","Mumbai Angels, Defence Innovation Organisation",1050000.0,Series A,2020,False
1633,GUVI,2014.0,Chennai,EdTech Startup,Operates vernacular-language based education tech startup,Arun Prakash,"CBA Capital, Gray Matters Capital",800000.0,Series A,2020,False
1634,BluSmart,2019.0,Gurugram,Electricity,"BluSmart, an all-electric ride-hailing platform","Anmol Singh Jaggi, Punit K Goyal","Kalpavriksh, JITO Angel Network",7000000.0,Pre-series A,2020,False
1635,Cell Propulsion,2017.0,Bangalore,Automotive company,Designs and develops electric power drives and autonomous electric mobility solutions,"Nakul Kukar, Paras Kaushal, Supratim Naskar","growX ventures, Sangam Ventures",3000000.0,Pre-series A,2020,False
1636,MPL,2018.0,Bangalore,Entertainment,Mobile Premier League (also known as MPL) is the mobile e-Sports platform,"Sai Srinivas Kiran Garimella, Shubham Malhotra","Sequoia Capital India, Times Internet",50000000.0,Series B,2020,False
1637,Spoonshot,2015.0,Bangalore,FMCG,A food science company using AI to predict consumer taste and food trends,"Kishan Vasani, Sai Sreenivas Kodur","SRI Capital, Techstars Farm to Fork Accelerator",1000000.0,Seed A,2020,False
1638,Pulse,2015.0,Mumbai,FinTech,Helps people navigate through and profit off financial markets,"Amit Dhakad, Hiral Jain",Unknown,750000.0,Pre-series A,2020,False
1639,Groww,2016.0,Bangalore,FinTech,Leading Investment and Trading Platform,"Lalit Keshre, Harsh Jain, Neeraj Singh, Ishan Bansal","Y Combinator, Ribbit Capital",30000000.0,Series C,2020,False
1640,i3 Systems,2016.0,Mumbai,Insurance Tech,Transforming India's health insurance industry with its digital solutions and AI products for automation,"Dr Mallesh Bommanahal, Varzavand Batliwala","Hatanaka Yosuke, Minomiya Takeo",1050000.0,Pre-series A,2020,False
1641,SOAL,2017.0,Mumbai,EdTech,"A skill-tank nurturing students into disruptive, tech-empowered creators and future leaders","Pratik Agarwal, Raj Desai, Varsha Bhambhani","Krishnan Menon, Srinivas Kollipara",1000000.0,Series A-1,2020,False
1642,OckyPocky,2015.0,Gurugram,EdTech,Ockypocky helps kids in learning spoken english,Amit Agrawal,"SucSEED Venture Partners, ah! Ventures",400000.0,Seed,2020,False
1643,Hippo Video,2016.0,New York,Video personalization,Helps enterprise businesses achieve their marketing and sales goals through seamless video,Karthi Mariappan,"Surge, Kae Capital",4000000.0,Series A,2020,False
1644,Hasura,2017.0,San Francisco,Software Company,"Builds developer tooling products, including open source tools, backend","Tanmai Gopal, Rajoshi Ghosh","Nexus Venture Partners, Sam Lambert",25000000.0,Series B,2020,False
1645,Qapita,2019.0,Singapore,FinTech,Qapita provides digital equity management tools for private companies and startups.,"Ravi Ravulaparthi, Lakshman Gupta, Vamsee Mohan","Alto Partners, Mission Holdings",1080000.0,Seed,2020,False
1646,Sunday,2017.0,Bangkok,FinTech,An end-to-end insurance products and services provider that uses AI to offer personalized packages.,Cindy Kua,"SCB 10X, LINE Ventures",9000000.0,Pre-Series B,2020,False
1647,Gamezop,2015.0,Gurugram,Gaming,A multi-game platform,"Yashash Agarwal, Gaurav Agarwal","Powerhouse ventures, Tracxn,",4300000.0,Series A,2020,False
1648,Phool.co,2017.0,Kanpur,Biomaterial startup,They use flowers from temples across India's and create useful products such as rose incense cone,Ankit Agarwal,Kaplan Foundation,1400000.0,Pre-series A,2020,False
1649,Chiratae Ventures,2018.0,Bangalore,Venture capital,A leading tech venture capital fund focused on enabling entrepreneurs in India.,"Vaishali Kulkarni, Arjun Singh Bajwa",Unknown,3000000.0,Seed Funding,2020,False
1650,MedLife,2014.0,Bangalore,Health,"An India online platform, which provides pharmacy, diagnostics, and e-consultation in India.","Ananth Narayanan, T-ushar Kumar",Ivy Icon,6800000.0,Series A,2020,False
1651,IDfy,2011.0,Mumbai,IT,IDfy provides risk and fraud solutions,"Ashok Hariharan, Vineet Jawa","Millenna FVCI III, NB Ventures, Dream Incubator",2110000.0,Series A,2020,True
1652,True Balance,2014.0,Gurugram,Finance,Earn money by meeting financial needs of your friends and neighbors.,"Charlie, Jay, Martin",Balancehero,3000000.0,Series C,2020,False
1653,Bira91,2015.0,New Delhi,Craft Beer,A craft beer brand manufactured by B9 Beverages Pvt. Ltd.,Ankur Jain,Anicut Capital,764000.0,Series A,2020,False
1654,Max wholesale,2016.0,New Delhi,E-commerce,MaxWholesale is an online distributor that provides authentic FMCG goods,"Samarth Agrawal, Rohit Narang","Al Falaj Commercial Investment Co, Vistra ITCL India",603000.0,Series A,2020,False
1655,Craftsvilla,2011.0,Mumbai,E-commerce,"Sells ethnic apparel, footwear, fashion accessories, beauty products, handcrafted home accessories","Manoj Gupta, Monica Gupta",Supera Investments,409000.0,Series A,2020,True
1656,MechMocha,2011.0,Bangalore,Entertainment,India's first vernacular social gaming platform,"Arpita Kapoor, Mohit Rangaraju, Shilp Gupta","Accel India, Blume Ventures, 3F Ventures, Akatsuki Inc",292000.0,Series A,2020,True
1657,Mindhouse,2019.0,Gurugram,Healthtech,A gym to train your mind offering workouts and programmes,"Pankaj Chaddah, Staff Pooja Khanna","GGV Capital, Sahi Barual",286000.0,Series A,2020,False
1658,DeepSync,2018.0,Chandigarh,AI startup,"A revolutionary way to record your content, without you really speaking","Ishan Sharma, Rishikesh","Grand Anicut Angel Fund (GAAF), AL Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund",136000.0,Series A,2020,False
1659,Eruditus,2010.0,Mumbai,Education,Bring world-class business and professional education to a global audience,"Chaitanya Kalipatnapu, Ashwin Damera","Bertelsmann India Investments, Sequoia Capital India",3000000.0,Series A,2020,True
1660,Gradeup,2015.0,Noida,Education,"India's largest exam preparation destination,",Shobhit Bhatnagar,"Times Internet, TLabs",546000.0,Series A,2020,False
1661,Tracxn,2013.0,Bangalore,Investment,Tracxn is the research partner for Venture Capitalist,"Abhishek Goyal, Neha Singh","Saif partners, Accel partners, Sequoia capital",887000.0,Series B,2020,True
